replication,method,asep,aaep
25,mean,11000.977314847838,64.43376743412058
25,median,10884.920126402218,63.43261709051849
25,ar1,13890.1239334073,70.891769813982
26,mean,16363.603385309822,64.8775630242737
26,median,17016.30466548608,64.02579764615072
26,ar1,17569.972198517393,69.17672658955156
27,mean,9072.867631625923,61.101090694983554
27,median,8079.283109117521,58.12778703570332
27,ar1,10143.069443384855,65.18225147118476
28,mean,12235.128197023121,63.38056362092658
28,median,12090.430312755336,61.86031717085948
28,ar1,13308.792109165572,68.90371197508085
29,mean,9627.326944690496,61.378616618486106
29,median,9322.272138938499,61.44434530339133
29,ar1,10569.295466928335,66.10972830207476
30,mean,7682.647815850923,57.84659107587017
30,median,7044.789494249651,54.87091606944172
30,ar1,9569.269740886763,63.07557725656451
31,mean,10085.136219303049,64.69136952688122
31,median,10376.283895558041,64.95789511723999
31,ar1,14787.108691747348,73.70464587029296
32,mean,17113.167949379815,61.83549694346366
32,median,17211.800840901673,61.52068964539059
32,ar1,66049.66948090219,77.88549661120865
33,mean,7263.84629449002,56.84174581731717
33,median,7025.403560253805,55.506083828092784
33,ar1,9786.25158779916,63.9665451158142
34,mean,10223.250840426515,64.6997233349266
34,median,10423.12191809048,64.87040763984436
34,ar1,12136.96408830512,69.56572759450917
35,mean,14969.780977697184,60.39719479783653
35,median,15391.9506989112,59.29557307887103
35,ar1,16308.77179330888,64.06734677600141
36,mean,9146.268310814088,62.944167144653285
36,median,8986.806482181117,61.06605886447325
36,ar1,10993.64839043565,69.16382283763572
37,mean,8851.38126621812,60.688093918759726
37,median,8704.743239392761,59.65236305504882
37,ar1,10567.021119562454,67.1096095244569
38,mean,14036.307650124616,58.81175818766377
38,median,14187.0915112445,56.919779982174774
38,ar1,16366.014854533658,66.6962629737084
39,mean,12957.122887305135,66.65399762528645
39,median,12814.460474277106,64.74827745467003
39,ar1,13794.933225849683,70.2748489860614
40,mean,7947.0005033790685,61.247247776839245
40,median,7367.547339564006,58.498291176607346
40,ar1,9489.281110247031,66.17270489011446
41,mean,11869.815466384707,59.65984688375343
41,median,11332.152237718277,56.58428276758261
41,ar1,13599.586308970705,66.17948095704273
42,mean,16139.44975653132,63.95090302148194
42,median,16409.45950888705,62.84208988710294
42,ar1,18934.17459844667,70.58576513874303
43,mean,13541.972116218729,62.85380097688174
43,median,13403.719993236222,61.48495131179625
43,ar1,14663.318084678514,67.48359801935673
44,mean,17122.077948639973,66.43754986681414
44,median,17290.882325681945,64.35612859896254
44,ar1,17703.491305186188,70.32276531907509
45,mean,17388.187768538526,75.99570630773272
45,median,16638.292846577067,73.03175607971352
45,ar1,18397.292793042998,79.96371307442928
46,mean,8948.69352856036,60.10917372527522
46,median,8659.045526983507,58.78934820930768
46,ar1,10518.87491002267,66.61567394180997
47,mean,8868.115660645142,62.44390101317159
47,median,8904.01268085482,61.419290870184184
47,ar1,11950.636120202144,70.68070594105573
48,mean,11233.925578947901,70.53737840130388
48,median,10921.829812593696,68.66658904149921
48,ar1,13326.230630991373,74.23639427422219
49,mean,10633.468826350707,63.821530867773546
49,median,10482.90535414834,63.037867351027344
49,ar1,44784.455926649236,81.27304576126843
50,mean,9696.451690131387,64.66764975685314
50,median,9567.281612684294,64.30433130082527
50,ar1,14576.620936579882,72.59841961296077
51,mean,7711.205090432122,56.83392687321947
51,median,7760.961939878153,56.67074156792099
51,ar1,117307.92504573078,83.31209331649784
52,mean,13010.265509887642,61.45613555589016
52,median,13327.797766171732,62.54003665681106
52,ar1,15433.720419407708,68.26868144131848
53,mean,11308.77216627527,64.56910113773452
53,median,10891.22529395813,61.84178942513063
53,ar1,13624.066531420096,70.9875685876396
54,mean,9050.774248700576,59.55666185201288
54,median,8986.026425648393,60.1759187957871
54,ar1,9694.60326689247,63.193064761073124
55,mean,11491.642507519642,58.89054776508908
55,median,11584.529650660235,58.09067902985894
55,ar1,16550.35892178845,68.85746552198034
56,mean,8604.396391547345,63.22613706740156
56,median,8293.446847101946,61.844112689774285
56,ar1,9688.710679550253,66.96316949703086
57,mean,14271.609374247817,63.50664885853008
57,median,14497.623937635366,62.267339452170944
57,ar1,15472.864526160349,68.12538929488237
58,mean,16910.03758090967,71.50605072693727
58,median,17071.31991255087,69.51332744379819
58,ar1,23300.13471179838,81.57323532889035
59,mean,8225.824148476186,58.74554929643845
59,median,8005.853392358457,57.6012563488202
59,ar1,10679.251836192338,66.00780264866798
60,mean,16479.42004768257,70.0126750079334
60,median,15105.740342349662,66.30654425141232
60,ar1,19281.32577385045,77.13994767332122
61,mean,13948.855210138161,68.15552014130395
61,median,13835.275823723241,66.10726309535343
61,ar1,15789.655975368489,74.60796006592284
62,mean,10849.683666736497,65.98654572440367
62,median,10757.570887953074,65.59438087666072
62,ar1,14356.875676950262,74.27697183958082
63,mean,17949.316430538856,66.20094238960209
63,median,17938.517568663672,65.88982601961796
63,ar1,55139.771182322336,83.51404695806198
64,mean,14369.15003675493,64.94263599054607
64,median,14216.20030315057,63.63804813887684
64,ar1,20850.662241322236,74.82994828618169
65,mean,11132.30750586041,64.89901920933683
65,median,10762.408603019365,62.62947435671414
65,ar1,14768.645235183942,72.79645482005816
66,mean,14828.208583390995,63.96992444787587
66,median,15050.498689317597,64.63331829736768
66,ar1,81366.44913737914,81.23987043573298
67,mean,16288.464204231826,64.96794839950611
67,median,16527.46880340113,62.50491466920852
67,ar1,20742.163505845598,73.71698949363471
68,mean,15253.12084362477,62.62414149133926
68,median,15372.704722731667,61.2468765239225
68,ar1,19574.179230518243,71.6059949283328
69,mean,9763.82672254168,62.22057558539652
69,median,10250.32615917208,62.261188645982095
69,ar1,10989.865189893246,66.48402765650566
70,mean,10142.076110465168,62.508341546329504
70,median,9704.539063729595,60.52177478215759
70,ar1,12295.67107211446,67.39077598632191
71,mean,8261.815376301673,61.702546809000765
71,median,8282.509761430068,61.234443220132434
71,ar1,42101.02244225359,76.1371488980961
72,mean,17908.885765454223,69.2604400601232
72,median,17377.389287891434,66.74132710942082
72,ar1,18372.089046902835,72.23260628444514
73,mean,8862.517622787456,59.85633110380969
73,median,9219.072963078985,59.875165359961365
73,ar1,11243.03961882558,67.16788827930236
74,mean,7809.488240425765,59.17257244344518
74,median,7389.5978785470725,57.435103667626954
74,ar1,10661.380712482489,66.21324894881927
75,mean,9898.165345017516,67.09325668560487
75,median,9861.505593449649,66.3287123980556
75,ar1,12187.129473128529,72.62943976376464
76,mean,10630.242066382434,64.53202309685732
76,median,10657.969572583701,64.19002815409372
76,ar1,13669.707139373482,72.91025713055174
77,mean,10538.249494895814,64.70892588002306
77,median,10063.774952777669,62.97434070525546
77,ar1,12312.912240929292,71.28537805198525
78,mean,9154.001721460681,60.64031457191549
78,median,8963.276631285013,59.67173119397286
78,ar1,12901.951439911527,68.23826398861299
79,mean,11980.94641038724,59.88334369694894
79,median,11682.585057191456,58.78792263129882
79,ar1,18927.939727717174,72.29743182838516
80,mean,8329.646866888528,56.45167874596695
80,median,8105.803898497427,55.68961731113542
80,ar1,9834.106484882983,62.700615624511386
81,mean,11382.004490594025,59.71921016752992
81,median,11347.283911053659,58.74109234493124
81,ar1,13033.865319679267,64.26165852248324
82,mean,6490.373349318403,54.90876425843117
82,median,6105.281594613021,52.91272307601063
82,ar1,8103.242361938603,59.94503382287243
83,mean,10060.273064005833,65.50230376647417
83,median,9776.029997880107,63.36584095938563
83,ar1,11036.906204539697,69.29011088503785
84,mean,9643.754875123883,62.12263737889668
84,median,9543.000113120019,60.62449535985824
84,ar1,12460.711142496317,69.43540781678504
85,mean,11650.477539686044,64.8311636660638
85,median,11377.671481564215,63.78810573858474
85,ar1,15052.844163273461,71.49862065290253
86,mean,14196.00722229321,68.62649374807123
86,median,14350.917661692216,68.24513325952766
86,ar1,16284.687449059806,75.59906314906924
87,mean,17533.994734742293,65.26347174995966
87,median,17567.647241949777,63.28436540406094
87,ar1,19336.346593802427,71.69120944347804
88,mean,9686.950931136042,61.92232965761297
88,median,9477.40472533665,61.564643252058836
88,ar1,13427.316292274412,69.16926871769374
89,mean,16252.528399135272,64.04576335144054
89,median,16602.457308885267,62.51432776529502
89,ar1,17351.412936590114,67.62991953632903
90,mean,10846.884692183696,66.20649646799627
90,median,10167.07306223203,62.89129807722158
90,ar1,12033.337268107158,70.289998057972
91,mean,10728.322277878107,66.86143745304781
91,median,10001.59901987828,64.32443532223182
91,ar1,14906.777112474896,75.99157808028178
92,mean,12548.310045737035,64.04378399282186
92,median,12398.933833240742,63.37260241768298
92,ar1,15546.300611048388,71.71393483660049
93,mean,8977.717346464862,64.01336664332997
93,median,7843.61040637005,59.5128318774489
93,ar1,11700.438583959543,69.46152747842496
94,mean,8415.482012714714,58.445196877601326
94,median,8702.990123125941,58.24210596379417
94,ar1,11763.707761673986,66.59345124958512
95,mean,15653.684232598836,68.31930014967116
95,median,16071.565745357997,69.17859118380045
95,ar1,20415.749145992933,75.08247227470794
96,mean,11193.507841366627,59.931784614902796
96,median,10677.454969315295,58.28474603913058
96,ar1,14745.860810050825,67.38355188968853
97,mean,15827.971902350078,62.26988260392505
97,median,16229.865281804063,61.35906561380438
97,ar1,17187.113763236997,67.83282732015664
98,mean,10916.538099975343,66.51025072515189
98,median,10975.535141442719,65.68756642737105
98,ar1,15119.014678913418,72.65586519656671
99,mean,10707.258065858174,66.13090323716652
99,median,10485.674254273785,64.24199906769746
99,ar1,14692.425943226544,72.78670169534094
100,mean,7912.748798248302,59.55196743175595
100,median,7822.729730264,59.59203398969909
100,ar1,8484.117952335091,62.786235609456966
101,mean,20093.80350262175,68.98561873139487
101,median,20371.369478833036,68.19077924180223
101,ar1,26599.29567839084,81.04851151403906
102,mean,9546.163638269793,62.707723027398465
102,median,9621.789630529654,62.439646406007746
102,ar1,11989.295327163107,70.64730266211812
103,mean,18662.327580986075,74.48416228596564
103,median,18535.913893816894,73.41834181990981
103,ar1,20063.260034749066,77.97440704626072
104,mean,7057.8473494534155,57.13776626170781
104,median,7330.695426410204,57.460608507575444
104,ar1,7380.882987216886,58.642953764260675
105,mean,13460.442696782946,67.43439316859782
105,median,13737.253035865973,67.84220301411165
105,ar1,15036.051315697669,72.52220566448825
106,mean,10052.314357247222,66.02306987050164
106,median,10288.088918474787,65.94935065885927
106,ar1,19281.83710568434,76.1933859893845
107,mean,7623.450511926572,57.770847385918124
107,median,7253.460926410407,55.361309065630415
107,ar1,9463.574088451729,63.10430119360539
108,mean,8645.031333865112,60.35528442863372
108,median,8084.606840047733,58.088069380288495
108,ar1,10376.453007986995,64.74412995320698
109,mean,14302.421988068898,64.90681133525317
109,median,14225.338585125228,64.27545021455008
109,ar1,16253.19982137173,70.70843699334166
110,mean,7996.400063647634,58.62071910928618
110,median,7954.713930108213,57.37958636220693
110,ar1,9832.261588372634,63.34959221984881
111,mean,9231.879064834355,62.014497348362184
111,median,9166.847118044618,61.6005150517319
111,ar1,11484.736966959308,68.62417402048523
112,mean,17590.218171460325,66.09786710821099
112,median,17567.596471381825,62.89342690761934
112,ar1,19838.541030579057,73.28931708393353
113,mean,6681.633132149955,54.7894646915983
113,median,6227.127632430869,53.421051973393624
113,ar1,8943.07217006873,61.87811697041401
114,mean,10135.691053626531,61.43225664892417
114,median,9939.167216738982,61.045600170051
114,ar1,11951.459456714672,67.07691774047758
115,mean,6384.72909182705,56.942615396520516
115,median,6282.656577928493,55.00348583722314
115,ar1,9624.108100006071,64.57624945768406
116,mean,8781.29683645653,62.26590171662277
116,median,8433.612661984538,59.48979141864098
116,ar1,10084.332258658209,68.15090663430654
117,mean,13281.028655299646,63.5992259122987
117,median,12957.557922218695,62.074729270478436
117,ar1,14240.387727150373,67.40793641148247
118,mean,9974.818717550934,64.4092098613975
118,median,9659.338556296878,62.55162633633706
118,ar1,12111.550483600588,69.47114408550492
119,mean,10469.094856536052,61.938952392394015
119,median,10307.284636637663,60.942261006962994
119,ar1,12889.254967243916,68.28559526107519
120,mean,9484.07178846512,65.73058727395136
120,median,9174.639118340461,63.9681956423398
120,ar1,12711.40619625846,70.68947612422781
121,mean,7468.73820181909,59.69709880387211
121,median,6961.7235197462205,57.40225221293727
121,ar1,9873.955172837901,66.14907748449097
122,mean,9589.404199919349,64.56909943974024
122,median,9469.710671813773,63.90189147490918
122,ar1,60436.24684176583,79.81305354283128
123,mean,13575.095030199149,61.89456525872526
123,median,13579.825029758284,61.396504546245865
123,ar1,15091.467818469475,65.80477063822049
124,mean,10371.757313032283,62.38214376268842
124,median,10510.2202563236,61.978844470903105
124,ar1,11371.879059511166,65.94554815512794
125,mean,7453.573025859033,60.218267498625025
125,median,7224.206146732506,59.233566056863616
125,ar1,11002.942934537248,68.79471724740311
126,mean,7122.83140840571,57.564341220865565
126,median,6931.234234073368,56.615552780287395
126,ar1,13465.91424297603,65.88399359753272
127,mean,8897.348538487322,58.41451913908322
127,median,8610.783343587047,56.46529903935531
127,ar1,10552.872343973135,64.78100484840218
128,mean,11544.492013938308,59.74049155417098
128,median,11773.208750522504,59.26945339478511
128,ar1,13018.52655274284,63.86386732982491
129,mean,17462.513763559535,69.78335449890162
129,median,17323.274894534563,69.70103678944287
129,ar1,22007.394596336937,77.8504013141713
130,mean,13711.86847256037,64.53393588357807
130,median,13720.192163462241,64.57892198262287
130,ar1,65769.22635454906,83.98161783121549
131,mean,16642.079233681907,64.33559024757565
131,median,16279.8566220075,62.76141823326238
131,ar1,17515.495499530807,68.61346277964883
132,mean,9558.867808165167,59.685528691871866
132,median,9538.44727375424,59.19465414919103
132,ar1,11448.517126339124,66.8110290886268
133,mean,8402.01695141779,60.817126598029326
133,median,8278.826264500867,59.85139930005888
133,ar1,11788.81073904938,69.04326386610349
134,mean,8288.040687283168,58.48490499384701
134,median,8564.61650454512,58.91773830299807
134,ar1,9626.295589428164,65.05846771418504
135,mean,8060.525768887358,59.81039039685011
135,median,7780.3557735259665,59.29967747455658
135,ar1,15981.252811851962,71.25166979285694
136,mean,9579.85786966762,66.53434043166902
136,median,9460.556311175384,65.30711387382723
136,ar1,11336.894973163524,71.66185817154684
137,mean,7504.3172432636375,58.48012877008683
137,median,7230.4565900931,57.71406950278182
137,ar1,11981.8188913124,68.11181302522584
138,mean,13419.507352153094,67.12845271682022
138,median,13886.637840677471,67.31310665633826
138,ar1,17533.823653308413,72.82933767321241
139,mean,8457.216303998182,60.99478341537882
139,median,8024.597319507198,58.13814176669893
139,ar1,14289.257697184203,70.8986883505595
140,mean,10537.839227880064,61.96670199108135
140,median,10251.22080617579,60.905253351004134
140,ar1,80223.54731292716,81.6388609873337
141,mean,9223.115590182839,62.17625089999918
141,median,9016.923188340706,60.838579204261926
141,ar1,10249.897942675518,66.58034255554213
142,mean,20330.87346362749,70.981825312175
142,median,19213.287041516644,66.88008507901048
142,ar1,21792.072240005833,76.13364007525055
143,mean,10823.681602861205,64.87643763293691
143,median,10342.545390499849,62.38664805540348
143,ar1,13814.214150057045,72.57076427855975
144,mean,19780.71685980777,71.13762018597578
144,median,19673.490133354066,69.9779545318727
144,ar1,22551.305604914523,76.16938911578914
145,mean,9828.09745430582,61.796658287894225
145,median,10465.445434214318,62.64588005516418
145,ar1,10117.503398384248,64.35817439215684
146,mean,8842.128589769678,58.22110940354074
146,median,8329.14669315383,57.302777097472585
146,ar1,12432.286693597182,67.17528499972508
147,mean,9923.424242349009,61.152199105973615
147,median,9207.242880094067,58.14660598738927
147,ar1,12170.288656418526,68.12822508720883
148,mean,19329.776722426937,64.1557977539577
148,median,19871.951210221436,64.0479851119358
148,ar1,22349.423563190965,70.72404323566099
149,mean,8224.040043579907,59.72032706937831
149,median,8178.766005082038,59.6277344537689
149,ar1,9474.638913172304,65.45153350063943
150,mean,8008.707148352241,59.04161625101137
150,median,7371.341168038689,56.78861040621436
150,ar1,11789.900312692482,68.04631648260137
151,mean,8826.027293475345,65.4626144291188
151,median,9009.035167336719,64.72776909274623
151,ar1,10647.612597342113,70.25366358377269
152,mean,11041.496180394593,66.87173678058126
152,median,10547.41364523741,63.765101169403735
152,ar1,16034.126788808437,75.21636262854338
153,mean,13482.67488607565,64.18028092855766
153,median,13484.362746215991,63.82810309280794
153,ar1,15951.884558057149,70.88576406221054
154,mean,16884.95548420285,69.12424601468253
154,median,16994.262039070658,68.85877129694373
154,ar1,19815.28709243661,76.87814221289518
155,mean,8900.474115593863,63.702548733385505
155,median,8716.782938745906,63.13726704459362
155,ar1,57739.94306384858,77.76071875317024
156,mean,8275.670609233588,58.38785049846388
156,median,8301.358792468245,58.12303596430478
156,ar1,10116.827033248688,63.835096508378435
157,mean,10561.278920490222,65.50866202551025
157,median,10254.44932228185,62.71541101553403
157,ar1,12731.601146496772,73.21135584901373
158,mean,12465.474795100949,69.40193911602994
158,median,11776.992496022649,67.14684334288165
158,ar1,13696.830791702507,73.89628482782166
159,mean,12968.673494466691,63.60798813842908
159,median,12625.17890981554,61.87494892741481
159,ar1,13531.430150618513,65.37465577524496
160,mean,11062.833636859546,65.05277354766899
160,median,10772.847693019892,63.30256991196816
160,ar1,17320.36809232131,75.16532749920438
161,mean,15677.294520200652,63.173506234635234
161,median,15690.86131329932,60.997873792154984
161,ar1,17714.620273906246,70.0214205009378
162,mean,14944.000585552238,65.24280090152072
162,median,15010.979546365954,64.82857616969561
162,ar1,20411.208694849392,76.0118612292869
163,mean,8527.949059399423,60.42579907284927
163,median,8345.569182289551,59.71855771383783
163,ar1,9711.716711575797,65.08643269140913
164,mean,7364.647535910651,58.4511734418845
164,median,7194.288176814495,56.893817057988926
164,ar1,75596.85316981358,77.47245472492794
165,mean,8793.230567635364,61.46144712091745
165,median,7984.690813267496,58.568389421866385
165,ar1,11610.193948059117,68.23053016485015
166,mean,9630.580609359286,62.826124806568906
166,median,9072.209273724418,60.82472155526581
166,ar1,62058.45807374539,79.26583818052225
167,mean,11966.366172801765,62.25117099220694
167,median,11754.597050506909,60.78084404384191
167,ar1,13217.549736791956,66.70936673125638
168,mean,10854.372523028387,66.2966671800126
168,median,9819.403114165953,63.013003015735286
168,ar1,12717.708965329108,72.94832780603687
169,mean,13270.775587044087,62.17168751798594
169,median,12622.108179083416,59.38889304370643
169,ar1,14207.62156814046,65.94909496899588
170,mean,15498.043643354016,68.77468330317058
170,median,15207.168389173876,67.51276716047978
170,ar1,69027.9789337405,86.7804171783085
171,mean,9093.615489110418,61.01605407513324
171,median,8841.039226225063,59.07460321626231
171,ar1,12064.579740560157,68.65439232537503
172,mean,8352.910910304092,60.45410517583249
172,median,8488.866029413404,60.63434142553618
172,ar1,11916.451863795017,68.51120098303231
173,mean,12651.794348315305,66.57276134348785
173,median,12154.639443966085,63.759844078720995
173,ar1,18294.035521330505,74.7463506050012
174,mean,8625.867606311487,59.27531710599609
174,median,8349.082639813556,57.721324004276035
174,ar1,11763.711641276805,66.98982846273019
175,mean,18066.80163765802,65.66089803497735
175,median,18074.94697808929,64.60520065422206
175,ar1,19977.24903894605,70.65552727677155
176,mean,9944.903238736335,61.88306160316513
176,median,10492.658836631157,62.813202819634014
176,ar1,13638.64238142557,70.23479903355579
177,mean,23433.317794559924,72.66906645902752
177,median,23689.322292704393,72.23479245469767
177,ar1,26147.163648867376,78.8251365345671
178,mean,12437.280193309802,61.43609308782396
178,median,12405.249262712377,60.612684037515045
178,ar1,15733.93444515113,70.17557727681098
179,mean,7712.640874655495,55.53485193008382
179,median,8055.795298107357,55.95985645979139
179,ar1,9265.341865367918,60.79065231124998
180,mean,11818.264767853152,66.60582820226666
180,median,11128.566225417764,63.85489320846888
180,ar1,13256.634831394313,70.83190121527251
181,mean,20463.49828018223,64.25429524622643
181,median,20703.45842280541,62.42761641840896
181,ar1,21353.459384341306,67.64300221279784
182,mean,8930.7249842999,61.072249504661514
182,median,8988.088626058361,60.03413563352968
182,ar1,12948.759394010976,69.59574213674182
183,mean,14300.214670647332,68.45850342231901
183,median,14337.493552889167,68.80769045390991
183,ar1,62986.7880693774,85.3477367761795
184,mean,23181.167724594015,67.00494316631055
184,median,23964.430042566713,68.0330054902192
184,ar1,24603.237276916516,71.53415488000718
185,mean,16460.330262254614,63.890686982584874
185,median,16815.282787146556,63.90552417413984
185,ar1,19868.212582276745,70.21986668435925
186,mean,15544.991868662022,66.64219229130627
186,median,15235.90863390984,65.73423037797896
186,ar1,17154.107281893495,71.64735544205635
187,mean,6901.55236157734,56.23945432473948
187,median,6762.91560397136,55.28250323286688
187,ar1,7861.784723460091,60.59773098208158
188,mean,16610.05457844305,64.02529592445639
188,median,16778.949269457364,63.56376315754008
188,ar1,18021.82165646426,69.51613113574201
189,mean,8094.9962105608865,60.984687658463685
189,median,8298.543985014236,61.124225131786986
189,ar1,10006.953515429275,67.2123969395929
190,mean,10214.292079115972,63.815863938165435
190,median,10100.026596394422,62.429052393384026
190,ar1,11301.986014241602,68.90336686269706
191,mean,13827.950591287048,64.65048225235985
191,median,13586.427548541225,62.04642841622505
191,ar1,16588.861790730032,72.69336450456191
192,mean,12378.732470762854,63.44555651981963
192,median,12479.928476943054,61.37118290882455
192,ar1,15564.282926281283,70.39940839062517
193,mean,8336.571330444016,61.2957259168156
193,median,9049.23509112025,63.03958193386943
193,ar1,62628.14805835626,81.28165892694892
194,mean,9361.021738720461,62.1468278305383
194,median,9323.488880966712,61.07502387445022
194,ar1,11463.951485624648,68.82525271079055
195,mean,16900.11049108784,62.32742449598649
195,median,16966.71845232177,60.81379486196229
195,ar1,18792.58624123575,67.93699919418671
196,mean,10312.034760339062,60.31921678236077
196,median,10696.006332644696,61.403792767568
196,ar1,19007.41350881707,72.24565408096957
197,mean,10269.248270710224,62.432205506122614
197,median,10264.76933178491,62.689893791299134
197,ar1,17292.629631256103,71.13587081820725
198,mean,17641.954515145946,63.34480367362493
198,median,18006.016226667773,63.45891846260099
198,ar1,19856.326939788374,69.02327800715129
199,mean,11485.398724741219,58.372282216330184
199,median,11293.242955905804,57.224443985342006
199,ar1,12512.242514306517,63.70432632622535
